index,age,departement,categorie_socio_professionnelle,type_de_bien,statut,surface,montant_assure,debut_contrat,nb_sinistres_depuis_ouverture,ouverture_dernier_sinistre,cloture_dernier_sinistre,cotisation_n-1,cotisation_n,target
946,41.0,95,Employés,Appartement,Locataire,46.51,32922.0,1995-06-02 00:00:00,2.0,1996-02-07 12:48:17,1996-02-28 12:48:17,203.3,210.17,0
947,46.0,2A,Cadres et professions intellectuelles supérieures,Appartement,Occupant à titre gratuit,69.07,26020.0,2017-06-27 00:00:00,0.0,,,231.72,238.73,0
948,27.0,18,Employés,Appartement,Locataire,76.75,25442.0,1997-11-13 00:00:00,1.0,1998-11-29 12:59:38,1998-11-30 12:59:38,224.6,224.97,0
949,70.0,75,Employés,Appartement,Locataire,76.41,45565.0,2018-09-23 00:00:00,1.0,2019-08-13 17:51:27,2019-08-28 17:51:27,233.15,241.01,0
950,51.0,35,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,50.6,14711.0,2009-07-24 00:00:00,1.0,2010-02-08 19:09:19,2010-05-13 19:09:19,218.69,221.04,1
951,40.0,75,Employés,Maison,Locataire,99.06,17326.0,2012-05-17 00:00:00,2.0,2015-01-16 15:12:12,2015-05-21 15:12:12,376.74,383.09,0
952,58.0,68,Ouvriers,Maison,Locataire,143.83,13904.0,2008-05-15 00:00:00,3.0,2009-05-28 08:47:20,2009-08-29 08:47:20,377.51,441.13,0
953,35.0,40,Ouvriers,Maison,Propriétaire,106.37,23590.0,2001-09-02 00:00:00,2.0,2003-05-12 11:26:51,2003-07-07 11:26:51,385.25,413.16,1
954,48.0,974,Employés,Maison,Propriétaire,71.54,7354.0,2009-01-02 00:00:00,1.0,2010-04-09 06:36:43,2010-05-24 06:36:43,360.44,362.82,1
955,54.0,75,Inactifs,Appartement,Locataire,69.24,30342.0,1998-06-11 00:00:00,1.0,2001-02-28 15:21:26,2001-04-22 15:21:26,222.07,222.08,0
956,55.0,26,Ouvriers,Appartement,Locataire,75.46,26953.0,1997-04-23 00:00:00,1.0,1999-06-10 15:54:19,1999-09-03 15:54:19,212.92,220.68,0
957,35.0,13,Employés,Appartement,Locataire,105.09,11265.0,2008-09-13 00:00:00,1.0,2009-01-30 20:02:45,2009-06-15 20:02:45,205.82,216.03,0
958,30.0,92,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,52.8,13356.0,2001-07-12 00:00:00,0.0,,,211.82,212.43,1
959,82.0,53,Cadres et professions intellectuelles supérieures,Appartement,Locataire,71.6,16372.0,2012-07-11 00:00:00,2.0,2013-04-06 20:56:51,2013-04-17 20:56:51,210.83,225.68,0
960,34.0,81,Ouvriers,Appartement,Propriétaire,69.68,21161.0,2007-01-06 00:00:00,2.0,2008-01-28 10:44:30,2008-01-29 10:44:30,190.44,199.35,0
961,61.0,45,Cadres et professions intellectuelles supérieures,Maison,Propriétaire,141.76,30497.0,2000-03-13 00:00:00,1.0,2005-02-01 00:08:40,2005-02-24 00:08:40,375.16,380.68,0
962,51.0,77,Employés,Maison,Locataire,141.5,50912.0,2002-04-22 00:00:00,3.0,2006-03-26 03:31:35,2006-05-28 03:31:35,343.08,382.69,0
963,71.0,91,Ouvriers,Maison,Propriétaire,137.89,27148.0,1998-09-03 00:00:00,1.0,1999-04-07 18:28:40,1999-05-03 18:28:40,344.49,345.16,0
964,41.0,67,Cadres et professions intellectuelles supérieures,Appartement,Locataire,51.83,29321.0,2001-10-15 00:00:00,2.0,2003-04-29 13:15:14,2003-07-23 13:15:14,227.76,265.27,0
965,20.0,34,"Artisans, commerçants, chefs d'entreprise",Appartement,Occupant à titre gratuit,82.19,13919.0,2011-11-19 00:00:00,1.0,2012-09-15 18:10:37,2012-09-16 18:10:37,208.01,216.27,0
966,35.0,65,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,57.88,24664.0,2020-01-23 00:00:00,1.0,2020-05-21 17:10:27,2020-07-01 17:10:27,219.72,220.24,0
967,25.0,77,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,58.17,22870.0,2010-06-11 00:00:00,2.0,2013-03-10 17:47:45,2013-03-11 17:47:45,207.77,218.58,1
968,24.0,22,Agriculteurs exploitants,Appartement,Propriétaire,59.17,25844.0,2014-06-21 00:00:00,1.0,2014-07-28 10:47:57,2014-11-02 10:47:57,219.43,219.6,1
969,52.0,24,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,121.32,43448.0,2001-01-19 00:00:00,0.0,,,376.14,378.12,0
970,59.0,75,Employés,Maison,Locataire,108.51,30942.0,2017-02-25 00:00:00,1.0,2020-08-25 20:05:05,2020-08-26 20:05:05,373.42,373.9,0
971,89.0,62,Ouvriers,Maison,Locataire,93.39,11529.0,2014-09-17 00:00:00,2.0,2016-08-16 13:52:14,2016-08-26 13:52:14,380.38,411.04,0
972,53.0,73,Employés,Maison,Propriétaire,158.65,21335.0,2019-03-02 00:00:00,3.0,2019-10-14 19:21:08,2019-10-15 19:21:08,373.61,410.0,0
973,36.0,30,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,57.25,19361.0,2002-06-14 00:00:00,4.0,2004-05-07 13:55:07,2004-05-08 13:55:07,220.61,264.14,1
974,66.0,94,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,48.13,21254.0,2012-07-14 00:00:00,1.0,2013-02-04 23:26:22,2013-04-04 23:26:22,186.19,193.02,1
975,37.0,07,Employés,Maison,Propriétaire,101.42,17328.0,2012-03-05 00:00:00,1.0,2015-09-28 07:43:10,2015-12-14 07:43:10,440.87,441.87,1
976,44.0,77,Employés,Appartement,Locataire,37.88,19934.0,2000-06-09 00:00:00,3.0,2003-10-22 22:14:01,2003-10-23 22:14:01,230.86,264.18,0
977,62.0,48,Cadres et professions intellectuelles supérieures,Appartement,Locataire,65.87,30207.0,2001-04-02 00:00:00,2.0,2002-11-15 01:12:46,2003-01-05 01:12:46,196.36,206.49,0
978,39.0,38,Employés,Maison,Locataire,89.81,22958.0,2010-01-23 00:00:00,0.0,,,369.53,371.64,0
979,54.0,971,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,51.99,17581.0,2012-12-31 00:00:00,3.0,2013-12-08 23:14:40,2013-12-24 23:14:40,228.59,237.82,0
980,49.0,30,Employés,Maison,Propriétaire,73.23,16183.0,2008-03-28 00:00:00,2.0,2008-12-15 11:55:18,2009-03-16 11:55:18,398.65,465.23,0
981,54.0,92,Inactifs,Maison,Locataire,149.79,18462.0,1996-02-24 00:00:00,1.0,1998-08-06 13:52:38,1998-08-07 13:52:38,354.84,369.9,0
982,42.0,17,Ouvriers,Appartement,Locataire,56.16,31613.0,2009-06-25 00:00:00,0.0,,,216.21,217.03,0
983,15.0,09,Employés,Appartement,Occupant à titre gratuit,95.08,12869.0,2016-10-09 00:00:00,2.0,2017-04-20 01:16:41,2017-06-19 01:16:41,209.92,215.57,0
984,15.0,66,Ouvriers,Maison,Locataire,97.08,19552.0,2014-03-05 00:00:00,2.0,2018-02-18 03:13:18,2018-04-03 03:13:18,365.09,366.4,0
985,66.0,36,Employés,Appartement,Locataire,71.12,24208.0,2000-02-09 00:00:00,2.0,2002-09-29 05:26:56,2002-12-06 05:26:56,237.31,260.97,0
986,31.0,86,Cadres et professions intellectuelles supérieures,Maison,Propriétaire,78.41,23928.0,2016-08-14 00:00:00,1.0,2017-12-21 14:53:21,2018-03-03 14:53:21,370.39,370.42,1
987,45.0,19,Cadres et professions intellectuelles supérieures,Appartement,Locataire,104.11,10010.0,2019-02-01 00:00:00,2.0,2019-06-27 14:36:07,2019-08-20 14:36:07,202.87,209.68,0
988,39.0,93,Employés,Appartement,Locataire,81.01,13270.0,2017-05-09 00:00:00,3.0,2017-09-30 01:27:11,2017-10-01 01:27:11,205.91,223.91,0
989,43.0,55,Employés,Appartement,Locataire,65.38,18578.0,2011-06-14 00:00:00,2.0,2015-04-15 06:55:34,2015-07-12 06:55:34,202.82,220.84,0
990,61.0,25,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,69.35,23567.0,2011-03-05 00:00:00,2.0,2013-02-20 21:54:31,2013-06-11 21:54:31,214.35,226.08,1
991,33.0,30,Employés,Appartement,Propriétaire,63.39,17962.0,2019-07-14 00:00:00,0.0,,,242.32,245.08,1
992,23.0,17,Employés,Appartement,Occupant à titre gratuit,61.36,18214.0,1997-02-22 00:00:00,3.0,2000-03-27 19:45:26,2000-05-16 19:45:26,206.27,248.73,0
993,52.0,33,Employés,Appartement,Propriétaire,48.39,37859.0,2008-07-20 00:00:00,1.0,2012-05-23 20:39:01,2012-05-24 20:39:01,210.62,212.58,0
994,57.0,36,Agriculteurs exploitants,Appartement,Propriétaire,62.82,9758.0,2004-09-16 00:00:00,1.0,2008-12-03 20:16:00,2009-01-02 20:16:00,203.1,208.03,0
995,30.0,22,Ouvriers,Maison,Locataire,122.26,9250.0,1998-10-05 00:00:00,1.0,2003-07-18 20:42:18,2003-08-13 20:42:18,336.4,336.99,0
996,45.0,92,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,152.62,31443.0,1999-01-07 00:00:00,3.0,2001-09-18 18:41:18,2001-09-29 18:41:18,387.84,461.37,0
997,53.0,49,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,98.56,33832.0,1997-02-11 00:00:00,1.0,1999-01-27 13:32:11,1999-06-24 13:32:11,310.03,323.27,0
998,47.0,95,Ouvriers,Maison,Propriétaire,117.77,11582.0,2003-12-03 00:00:00,1.0,2006-03-16 14:53:59,2006-03-17 14:53:59,350.05,352.22,0
999,59.0,81,Inactifs,Maison,Propriétaire,104.96,12097.0,1998-03-25 00:00:00,1.0,1999-08-05 06:08:37,1999-09-09 06:08:37,340.64,342.78,0
